,VisitorGroup,PlatformUsed,VisitSource,BrowserName,OSName,State,Gender,IncomeRange,ViewedProductInVisit,ViewedSaleInVisit,TotalPageViews,PlacedSearch,SecondsOnSite,ClickedBanner,b_effective
28315,Prior Visitor with Purchase,Web,WebSearch,Safari,Mac OS X,eastern,Female,100to250k,1,0,45,1,6689,1,1
28544,Prior Visitor,Web,WebSearch,Chrome,Mac OS X,west_coast,Female,100to250k,1,1,18,0,787,1,1
28757,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,south_west,Female,100to250k,1,1,18,0,813,1,1
28794,Prior Visitor,Phone,WebSearch,Chrome,Android,eastern,Female,50to100k,1,1,19,0,371,1,1
28839,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,mid_west,Female,50to100k,1,1,15,0,1028,1,1
28955,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,Mac OS X,south_west,Female,100to250k,1,0,22,0,677,1,1
29041,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,,Unknown,,1,1,30,0,2669,1,1
29293,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,eastern,Female,50to100k,1,1,33,1,9318,1,1
29587,Prior Visitor with Purchase,Web,WebSearch,Chrome,Mac OS X,eastern,Female,100to250k,1,1,16,0,9074,1,1
29796,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,,Unknown,,1,1,37,0,6419,1,1
29932,New Visitor,Web,ThirdPartyAds,Safari,iOS,,Unknown,,1,1,34,1,2578,1,1
29940,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,,Unknown,,1,1,10,0,983,1,1
30045,New Visitor,Web,WebSearch,Chrome,Windows,,,,1,1,11,0,1123,1,1
30076,New Visitor,Phone,WebSearch,Safari,iOS,west_coast,Female,100to250k,1,1,33,1,671,1,1
30135,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,west_coast,Male,100to250k,1,1,60,1,2906,1,1
30273,Prior Visitor with Purchase,Web,WebSearch,Safari,Mac OS X,,Unknown,,1,1,28,0,649,1,1
30746,Prior Visitor,Web,WebSearch,Chrome,Windows,eastern,Male,100to250k,1,1,16,0,1433,1,1
31067,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,eastern,Male,100to250k,1,1,32,0,1934,1,1
31151,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,south_west,Female,Under50k,1,1,161,1,8359,1,1
31274,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,,Unknown,,1,1,68,0,2189,1,1
31447,Prior Visitor,Web,WebSearch,Safari,Mac OS X,west_coast,Female,100to250k,1,1,15,0,379,1,1
31613,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,west_coast,Female,100to250k,1,1,6,0,246,1,1
31665,Prior Visitor,Phone,ThirdPartyAds,Chrome,Android,,,,1,1,23,0,399,1,1
31713,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,eastern,Female,100to250k,1,1,54,0,31140,1,1
31806,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,south_west,Female,50to100k,1,0,64,1,4884,1,1
32021,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,eastern,Unknown,Under50k,1,1,88,1,3289,1,1
32101,Prior Visitor with Purchase,Web,ThirdPartyAds,Microsoft Edge,Windows,south_west,Female,100to250k,1,1,70,1,6063,1,1
32174,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,south_west,Female,100to250k,1,1,45,1,3754,1,1
32305,Prior Visitor with Purchase,Web,WebSearch,Safari,Mac OS X,eastern,Female,Under50k,1,1,9,0,189,1,1
32334,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,mid_west,Female,50to100k,1,1,36,0,977,1,1
32367,Prior Visitor with Purchase,Web,ThirdPartyAds,Microsoft Edge,Windows,eastern,Female,100to250k,1,1,42,1,2602,1,1
32722,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,Android,,Unknown,,1,1,24,1,1572,1,1
32808,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,eastern,Female,100to250k,1,0,68,1,3883,1,1
32870,Prior Visitor,Phone,EmailFromWayfair,Safari,iOS,,,,1,1,47,1,1549,1,1
32888,Prior Visitor,Web,WebSearch,Chrome,Mac OS X,eastern,Male,100to250k,1,1,25,0,1130,1,1
32900,Prior Visitor,Phone,ThirdPartyAds,Safari,iOS,,,,1,1,6,0,5337,1,1
33045,Prior Visitor,Web,ThirdPartyAds,Chrome,Windows,,,,1,1,115,1,16149,1,1
33150,Prior Visitor with Purchase,Web,ThirdPartyAds,Microsoft Edge,Windows,,Unknown,,1,1,21,1,2564,1,1
33242,Prior Visitor with Purchase,Web,WebSearch,Chrome,Mac OS X,eastern,Unknown,50to100k,1,1,30,1,1066,1,1
33300,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,west_coast,Female,50to100k,1,1,186,1,14418,1,1
33327,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,,Unknown,,1,1,16,0,1179,1,1
33378,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,eastern,Female,Under50k,1,1,39,0,776,1,1
33394,Prior Visitor,Phone,WebSearch,Safari,iOS,,,,1,1,30,1,5357,1,1
33468,New Visitor,Phone,ThirdPartyAds,Safari,iOS,,,,1,1,21,1,962,1,1
33580,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,eastern,Female,100to250k,1,1,44,1,7946,1,1
33836,Prior Visitor with Purchase,Web,WebSearch,Microsoft Edge,Windows,mid_west,Female,100to250k,1,1,94,1,3649,1,1
34035,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,,Unknown,,1,1,18,0,317,1,1
34114,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Windows,eastern,Female,100to250k,1,1,13,0,493,1,1
34151,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,eastern,Female,50to100k,1,1,46,0,25392,1,1
34224,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,south_west,Female,50to100k,1,1,28,1,2035,1,1
34300,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,west_coast,Unknown,50to100k,1,1,109,1,13658,1,1
34552,Prior Visitor,Phone,WebSearch,Safari,iOS,eastern,Male,100to250k,1,1,204,1,29137,1,1
34553,Prior Visitor with Purchase,Web,WebSearch,Safari,Mac OS X,eastern,Female,100to250k,1,1,17,1,471,1,1
34760,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,south_west,Unknown,,1,1,39,0,3301,1,1
34884,Prior Visitor with Purchase,Phone,WebSearch,Chrome,Android,eastern,Female,100to250k,1,1,16,0,833,1,1
34986,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,eastern,Female,50to100k,1,0,22,0,1065,1,1
35100,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,mid_west,Female,50to100k,0,0,17,1,6832,1,1
35207,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,eastern,Male,100to250k,1,1,15,0,2640,1,1
35216,Prior Visitor,Web,WebSearch,Chrome,Mac OS X,eastern,Unknown,50to100k,1,1,69,0,4011,1,1
35233,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,eastern,Female,100to250k,1,1,129,1,4232,1,1
35314,Prior Visitor,Web,ThirdPartyAds,Safari,iOS,,Unknown,,1,0,18,1,2255,1,1
35327,New Visitor,Phone,WebSearch,Chrome,Android,eastern,Female,Under50k,1,1,39,1,1208,1,1
35448,Prior Visitor with Purchase,Web,WebSearch,Safari,Mac OS X,eastern,Female,100to250k,1,0,11,1,813,1,1
35925,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,mid_west,Female,50to100k,1,1,39,0,1600,1,1
35981,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,,Unknown,,1,1,15,0,710,1,1
36286,Prior Visitor with Purchase,Web,WebSearch,Safari,Mac OS X,,Unknown,,1,1,41,0,2833,1,1
36294,Prior Visitor,Phone,WebSearch,Safari,iOS,,,,1,0,20,1,647,1,1
36518,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Unknown,100to250k,1,1,35,1,1892,1,1
36564,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,eastern,Female,50to100k,1,1,49,1,1633,1,1
36657,Prior Visitor,Web,WebSearch,Chrome,Windows,eastern,Female,Under50k,1,1,69,1,4581,1,1
36774,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,south_west,Female,50to100k,1,1,34,1,2614,1,1
36812,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,Android,eastern,Female,100to250k,1,1,141,0,14572,1,1
36871,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,Android,,Unknown,,1,1,45,0,1694,1,1
37156,Prior Visitor with Purchase,Web,WebSearch,Safari,Mac OS X,eastern,Female,50to100k,1,0,39,0,2172,1,1
37282,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,,Unknown,,1,1,12,0,1156,1,1
37338,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,west_coast,Male,50to100k,1,0,87,1,5181,1,1
37443,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,eastern,Female,100to250k,1,1,59,1,2543,1,1
37463,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,50to100k,1,1,42,0,21359,1,1
37470,New Visitor,Web,WebSearch,Chrome,Windows,eastern,Male,100to250k,1,1,9,0,846,1,1
37507,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Windows,eastern,Female,Under50k,1,1,99,0,10543,1,1
37556,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,west_coast,Male,Under50k,1,1,102,0,6353,1,1
37596,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,eastern,Female,50to100k,1,1,18,1,2169,1,1
37614,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,eastern,Female,100to250k,1,0,17,1,2725,1,1
37719,Prior Visitor with Purchase,Web,WebSearch,Chrome,Mac OS X,eastern,Female,Under50k,1,0,43,1,3688,1,1
37913,Prior Visitor,Phone,ThirdPartyAds,Chrome,Android,,Unknown,,1,1,26,0,987,1,1
38142,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,eastern,Female,100to250k,1,0,50,1,2643,1,1
38244,Prior Visitor,Web,WebSearch,Safari,Mac OS X,eastern,Female,100to250k,1,1,46,0,5285,1,1
38273,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,eastern,Male,50to100k,1,1,17,1,885,1,1
38340,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,eastern,Female,Under50k,1,1,27,0,1135,1,1
38580,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,eastern,Female,50to100k,1,0,95,1,2369,1,1
38688,Prior Visitor,Web,ThirdPartyAds,Safari,iOS,,,,1,0,13,0,540,1,1
39013,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Windows,eastern,Female,100to250k,1,1,32,0,1808,1,1
39169,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,eastern,Female,100to250k,1,1,24,1,966,1,1
39314,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,eastern,Male,Under50k,1,1,35,1,8976,1,1
39320,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,eastern,Female,100to250k,1,1,27,1,1402,1,1
39387,Prior Visitor with Purchase,Web,WebSearch,Chrome,Mac OS X,eastern,Female,100to250k,1,0,21,0,430,1,1
39460,New Visitor,Web,WebSearch,Safari,Mac OS X,,,,1,1,29,0,2241,1,1
39533,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Android,south_west,Female,Under50k,1,0,41,1,9871,1,1
39677,Prior Visitor with Purchase,Web,ThirdPartyAds,Microsoft Edge,Windows,,Unknown,,1,1,52,0,3549,1,1
40084,Prior Visitor,Phone,WebSearch,Safari,iOS,south_west,Female,100to250k,1,0,18,0,377,1,1
40286,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,,1,1,9,0,197,1,1
40511,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,eastern,Female,50to100k,1,1,69,1,2244,1,1
40613,New Visitor,Web,ThirdPartyAds,Microsoft Edge,Windows,,,,1,1,16,0,887,1,1
40845,Prior Visitor,Web,WebSearch,Chrome,Windows,,Unknown,,1,1,76,1,2973,1,1
40970,Prior Visitor with Purchase,Web,WebSearch,Safari,Mac OS X,eastern,Male,100to250k,1,1,105,0,8363,1,1
41320,Prior Visitor with Purchase,Web,WebSearch,Safari,Mac OS X,eastern,Unknown,50to100k,1,1,10,0,838,1,1
41493,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,,Unknown,,1,1,74,1,733,1,1
41792,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Unknown,50to100k,1,1,13,1,1893,1,1
41798,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,eastern,Female,100to250k,1,1,58,1,4442,1,1
41844,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,west_coast,Female,50to100k,1,0,35,1,3691,1,1
42048,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,Android,eastern,Female,50to100k,1,0,23,1,4590,1,1
42091,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,eastern,Female,50to100k,1,1,95,1,8677,1,1
42152,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,50to100k,1,1,110,1,19308,1,1
42180,New Visitor,Web,ThirdPartyAds,Safari,iOS,mid_west,Female,50to100k,1,1,9,1,2092,1,1
42241,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,eastern,Female,50to100k,1,0,21,1,681,1,1
42316,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,mid_west,Female,50to100k,1,1,84,1,5640,1,1
42555,Prior Visitor with Purchase,Web,WebSearch,Chrome,Mac OS X,eastern,Female,100to250k,1,1,47,1,1794,1,1
42638,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,south_west,Female,50to100k,1,1,28,1,14279,1,1
43150,Prior Visitor with Purchase,Phone,WebSearch,Chrome,Android,eastern,Female,Under50k,1,0,38,1,15198,1,1
43228,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,50to100k,1,0,131,1,10196,1,1
43300,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,,Unknown,,1,1,36,1,1627,1,1
43339,Prior Visitor,Phone,ThirdPartyAds,Chrome,Android,eastern,Unknown,Under50k,1,0,14,0,240,1,1
43432,New Visitor,Phone,ThirdPartyAds,Safari,iOS,,Unknown,,1,1,30,0,2307,1,1
43512,Prior Visitor,Web,WebSearch,Chrome,Mac OS X,,,,1,1,13,1,343,1,1
43572,Prior Visitor,Web,WebSearch,Safari,iOS,eastern,Female,50to100k,1,1,7,0,457,1,1
43642,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,Android,eastern,Female,100to250k,1,1,154,1,6725,1,1
43682,Prior Visitor,Phone,WebSearch,Safari,iOS,mid_west,Female,100to250k,1,1,109,1,16434,1,1
43956,New Visitor,Phone,WebSearch,Safari,iOS,eastern,Female,,1,1,81,0,7299,1,1
44012,Prior Visitor,Phone,ThirdPartyAds,Chrome,Android,,,,1,1,22,0,146,1,1
44041,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Windows,mid_west,Female,100to250k,1,0,64,0,2923,1,1
44103,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,,Unknown,,1,0,50,1,8736,1,1
44316,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,eastern,Female,100to250k,1,1,64,0,2855,1,1
44459,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,Mac OS X,west_coast,Male,100to250k,1,1,66,0,5447,1,1
44480,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,eastern,Female,100to250k,1,0,17,0,5816,1,1
44594,Prior Visitor,Web,WebSearch,Microsoft Edge,Windows,west_coast,Female,50to100k,1,1,13,1,651,1,1
44657,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Windows,,Unknown,,1,1,9,0,234,1,1
44658,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Windows,eastern,Unknown,,1,1,167,1,23198,1,1
44703,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,eastern,Female,100to250k,1,1,55,1,2683,1,1
45286,Prior Visitor with Purchase,Web,ThirdPartyAds,Microsoft Edge,Windows,eastern,Female,50to100k,1,1,112,0,5632,1,1
45324,New Visitor,Web,WebSearch,Chrome,Windows,,,,1,0,98,0,3262,1,1
45326,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,eastern,Female,50to100k,1,0,27,1,5161,1,1
45426,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Windows,eastern,Female,50to100k,1,1,241,1,11134,1,1
45443,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,south_west,Female,100to250k,1,1,151,1,8106,1,1
45482,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,,Unknown,,1,1,123,1,10990,1,1
45547,Prior Visitor with Purchase,Phone,WebSearch,Chrome,Android,eastern,Female,Under50k,1,1,39,1,861,1,1
45580,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,south_west,Female,50to100k,1,1,25,1,1217,1,1
45605,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,mid_west,Female,50to100k,0,0,12,0,273,1,1
45753,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,mid_west,Unknown,50to100k,1,1,68,0,1748,1,1
45954,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,Under50k,1,1,57,1,1693,1,1
45970,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,eastern,Male,Under50k,1,0,36,1,13815,1,1
46121,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,eastern,Female,Under50k,1,1,14,0,546,1,1
46157,Prior Visitor,Web,WebSearch,Chrome,iOS,,,,1,0,17,1,3348,1,1
46302,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,mid_west,Male,100to250k,1,1,24,0,1010,1,1
46355,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,Mac OS X,,Unknown,,1,1,23,1,1309,1,1
46432,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Mac OS X,south_west,Unknown,,1,1,28,0,748,1,1
46544,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,eastern,Female,100to250k,0,1,14,0,270,1,1
46563,Prior Visitor,Web,WebSearch,Chrome,Mac OS X,west_coast,Male,100to250k,1,1,80,1,4282,1,1
46737,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,eastern,Female,50to100k,1,1,15,0,4527,1,1
46964,Prior Visitor with Purchase,Web,WebSearch,Chrome,Mac OS X,mid_west,Unknown,Under50k,1,1,45,1,8919,1,1
47073,Prior Visitor with Purchase,Web,WebSearch,Microsoft Edge,Windows,south_west,Female,100to250k,1,1,53,0,11043,1,1
47256,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,50to100k,1,1,141,1,6333,1,1
47431,Prior Visitor,Web,WebSearch,Chrome,Windows,,,,1,1,85,1,8708,1,1
47487,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,west_coast,Female,100to250k,1,1,4,0,130,1,1
47629,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,eastern,Female,50to100k,1,1,12,0,949,1,1
47651,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,south_west,Male,50to100k,1,1,10,0,233,1,1
47715,Prior Visitor with Purchase,Web,WebSearch,Safari,Mac OS X,west_coast,Unknown,100to250k,1,1,43,1,1258,1,1
48004,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,eastern,Female,100to250k,1,0,11,1,1063,1,1
48010,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,eastern,Unknown,,1,0,24,1,548,1,1
48044,Prior Visitor with Purchase,Web,EmailFromWayfair,Microsoft Edge,Windows,,Unknown,,1,1,65,1,1791,1,1
48091,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Unknown,Under50k,1,1,41,0,7413,1,1
48531,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,mid_west,Female,100to250k,1,1,8,0,199,1,1
49003,Prior Visitor with Purchase,Web,WebSearch,Safari,Mac OS X,eastern,Male,50to100k,1,0,16,1,636,1,1
49343,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,eastern,Female,50to100k,1,0,38,1,12786,1,1
49373,Prior Visitor with Purchase,Phone,WebSearch,Chrome,Android,mid_west,Unknown,50to100k,1,1,159,1,27457,1,1
49394,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,50to100k,1,1,56,1,1112,1,1
49465,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,eastern,Female,100to250k,1,1,42,1,2203,1,1
49544,Prior Visitor with Purchase,Phone,WebSearch,Chrome,Android,,Unknown,,1,1,13,0,954,1,1
49687,New Visitor,Web,WebSearch,Chrome,Windows,,,,1,1,12,0,2621,1,1
49758,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,eastern,Male,100to250k,1,1,38,0,11971,1,1
49776,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,eastern,Female,Under50k,1,1,19,0,1181,1,1
49890,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,eastern,Female,100to250k,1,0,12,1,585,1,1
49958,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,eastern,Female,50to100k,1,1,29,1,1444,1,1
49982,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,Mac OS X,eastern,Female,50to100k,1,1,74,1,4036,1,1
50075,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,Android,eastern,Female,Under50k,0,0,2,0,47,1,1
50151,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,eastern,Female,,1,1,49,0,1629,1,1
50329,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,Mac OS X,eastern,Female,100to250k,1,0,36,0,7725,1,1
50385,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,south_west,Female,100to250k,1,1,41,1,1758,1,1
50447,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,mid_west,Female,100to250k,1,1,98,1,15365,1,1
50594,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,eastern,Female,100to250k,1,1,62,1,7298,1,1
50828,New Visitor,Web,WebSearch,Chrome,Windows,,,,1,1,28,1,10987,1,1
51313,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,Android,,Unknown,,1,0,19,0,222,1,1
51497,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,Mac OS X,mid_west,Female,50to100k,1,1,66,1,13632,1,1
51649,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,eastern,Female,50to100k,1,1,46,0,9822,1,1
51710,New Visitor,Web,WebSearch,Chrome,Windows,,Unknown,,1,0,40,0,2799,1,1
51743,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,eastern,Female,50to100k,1,1,80,1,7024,1,1
51804,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,west_coast,Unknown,100to250k,1,1,272,1,11996,1,1
51897,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Windows,eastern,Female,Under50k,1,0,15,0,708,1,1
51960,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Male,50to100k,1,0,9,0,251,1,1
52132,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,mid_west,Female,100to250k,1,1,51,1,9017,1,1
52135,New Visitor,Phone,ThirdPartyAds,Safari,iOS,,,,1,1,148,1,4621,1,1
52232,Prior Visitor with Purchase,Web,WebSearch,Chrome,Mac OS X,west_coast,Unknown,50to100k,1,1,80,1,3514,1,1
52241,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,eastern,Female,100to250k,1,1,24,1,1486,1,1
52297,Prior Visitor,Phone,WebSearch,Chrome,Android,,Unknown,,1,0,115,1,4081,1,1
52302,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,Mac OS X,west_coast,Female,100to250k,1,1,45,0,2049,1,1
52485,Prior Visitor,Web,ThirdPartyAds,Safari,iOS,eastern,Male,Under50k,1,0,46,1,5532,1,1
52629,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,,Unknown,,1,1,19,0,911,1,1
52691,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,eastern,Female,100to250k,1,1,35,1,1038,1,1
52841,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Male,100to250k,1,1,53,0,17005,1,1
52869,New Visitor,Phone,ThirdPartyAds,Chrome,Android,,,,1,1,16,0,464,1,1
52891,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,eastern,Female,50to100k,1,1,136,0,10681,1,1
52983,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,eastern,Female,50to100k,1,1,72,1,16278,1,1
53331,Prior Visitor with Purchase,Phone,WebSearch,Chrome,iOS,west_coast,Male,50to100k,1,1,45,1,1147,1,1
53420,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,west_coast,Female,Under50k,1,0,18,0,341,1,1
53506,Prior Visitor with Purchase,Web,ThirdPartyAds,Microsoft Edge,Windows,west_coast,Female,Under50k,1,1,35,1,2137,1,1
53541,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,100to250k,1,1,10,0,273,1,1
53682,Prior Visitor with Purchase,Web,WebSearch,Chrome,Mac OS X,eastern,Male,50to100k,1,1,44,1,2605,1,1
53786,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,eastern,Female,50to100k,1,0,20,1,406,1,1
54181,Prior Visitor with Purchase,Web,WebSearch,Chrome,Mac OS X,,Unknown,,1,1,14,0,2643,1,1
54315,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,eastern,Male,100to250k,1,1,46,1,10951,1,1
54332,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Unknown,100to250k,1,1,97,1,3313,1,1
